epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,415.656,0.64448,0.38933,0.81579,0.90369,0.82942,0.89752,0.69476,0.61289,0.43434,0.81465,0.000858025,0.000858025,0.000858025
25,435.709,0.6394,0.3848,0.81469,0.9154,0.81822,0.89023,0.68734,0.62136,0.42961,0.81311,0.000847026,0.000847026,0.000847026
26,456.215,0.64071,0.38356,0.81515,0.9075,0.84158,0.89979,0.70304,0.58741,0.40877,0.81164,0.000836027,0.000836027,0.000836027
27,478.823,0.63171,0.37849,0.81309,0.90313,0.83603,0.89377,0.69249,0.6205,0.41071,0.81841,0.000825029,0.000825029,0.000825029
28,500.954,0.6333,0.38094,0.81265,0.91344,0.82004,0.89044,0.69814,0.59852,0.41562,0.81098,0.00081403,0.00081403,0.00081403
29,519.747,0.63119,0.37482,0.81236,0.9009,0.83047,0.88952,0.69837,0.59385,0.40187,0.81018,0.000803031,0.000803031,0.000803031
30,537.099,0.62147,0.37186,0.81203,0.9033,0.83759,0.8943,0.68634,0.61431,0.4356,0.81206,0.000792032,0.000792032,0.000792032
31,555.472,0.62741,0.37734,0.81077,0.9101,0.84081,0.89996,0.68719,0.63088,0.42097,0.81579,0.000781033,0.000781033,0.000781033
32,577.15,0.61992,0.36746,0.80879,0.92068,0.81879,0.90664,0.70084,0.60321,0.4293,0.81086,0.000770034,0.000770034,0.000770034
33,599.9,0.62028,0.36866,0.81105,0.90466,0.82384,0.89939,0.70112,0.63764,0.42178,0.81364,0.000759035,0.000759035,0.000759035
34,624.5,0.62113,0.36794,0.81094,0.91787,0.81347,0.89281,0.68822,0.64384,0.41987,0.81987,0.000748036,0.000748036,0.000748036
35,646.084,0.60519,0.35645,0.8084,0.92555,0.83772,0.90503,0.7051,0.59344,0.40604,0.80608,0.000737037,0.000737037,0.000737037
36,668.991,0.61225,0.36225,0.80614,0.91831,0.84141,0.89806,0.70206,0.5792,0.39609,0.81193,0.000726038,0.000726038,0.000726038
37,691.868,0.60387,0.35729,0.80698,0.9388,0.81472,0.90545,0.71121,0.58798,0.38336,0.80891,0.00071504,0.00071504,0.00071504
38,714.868,0.60587,0.35773,0.80753,0.9141,0.82298,0.90184,0.6959,0.61652,0.39501,0.81255,0.000704041,0.000704041,0.000704041
39,735.867,0.60162,0.35516,0.80784,0.93387,0.83428,0.9022,0.70014,0.58751,0.38619,0.81253,0.000693042,0.000693042,0.000693042
40,762.269,0.607,0.35981,0.80657,0.90833,0.83764,0.8967,0.69848,0.60633,0.39728,0.80942,0.000682043,0.000682043,0.000682043
41,789.806,0.59855,0.35258,0.80664,0.89473,0.84463,0.89657,0.69491,0.60644,0.41989,0.81399,0.000671044,0.000671044,0.000671044
42,817.747,0.60297,0.35453,0.80585,0.90329,0.8536,0.90261,0.69819,0.58689,0.38993,0.80496,0.000660045,0.000660045,0.000660045
43,845.424,0.60077,0.35339,0.80642,0.92243,0.81551,0.89942,0.69758,0.6013,0.39127,0.81022,0.000649046,0.000649046,0.000649046
44,876.675,0.59257,0.34781,0.80353,0.90034,0.85436,0.89942,0.70425,0.59391,0.4157,0.81163,0.000638047,0.000638047,0.000638047
45,900.288,0.58848,0.34334,0.80598,0.92486,0.83053,0.9015,0.69756,0.59666,0.3826,0.81048,0.000627048,0.000627048,0.000627048
46,923.205,0.58607,0.34096,0.80287,0.92806,0.82754,0.90471,0.70553,0.59512,0.38579,0.81358,0.000616049,0.000616049,0.000616049
47,943.669,0.58582,0.34205,0.80316,0.90703,0.83156,0.90103,0.7002,0.60017,0.37962,0.81122,0.000605051,0.000605051,0.000605051
48,964.297,0.57537,0.33609,0.80313,0.91479,0.82007,0.90068,0.70577,0.58431,0.3853,0.80969,0.000594052,0.000594052,0.000594052
49,982.237,0.58249,0.33814,0.79851,0.91649,0.82527,0.89133,0.70462,0.58024,0.38565,0.80689,0.000583053,0.000583053,0.000583053
50,1000.56,0.57403,0.33504,0.80117,0.90458,0.84518,0.90192,0.71385,0.57639,0.38158,0.80816,0.000572054,0.000572054,0.000572054
51,1018.5,0.57037,0.33248,0.80214,0.91372,0.84602,0.9031,0.70623,0.59657,0.37816,0.80967,0.000561055,0.000561055,0.000561055
52,1036.71,0.57483,0.33172,0.80043,0.92818,0.82586,0.89856,0.70683,0.5927,0.38779,0.80853,0.000550056,0.000550056,0.000550056
53,1054.62,0.56105,0.32645,0.80041,0.91659,0.84335,0.90585,0.70466,0.57445,0.37294,0.80563,0.000539057,0.000539057,0.000539057
54,1072.62,0.56681,0.33016,0.80225,0.91535,0.8449,0.8998,0.70382,0.58667,0.38465,0.80555,0.000528058,0.000528058,0.000528058
55,1090.64,0.56536,0.32941,0.80093,0.92709,0.83974,0.9029,0.70688,0.58363,0.40767,0.80694,0.000517059,0.000517059,0.000517059
56,1108.96,0.57023,0.32595,0.79898,0.92835,0.83525,0.90479,0.71069,0.57171,0.37416,0.81028,0.00050606,0.00050606,0.00050606
57,1126.91,0.55556,0.32272,0.8016,0.90304,0.84398,0.90499,0.70249,0.59569,0.38409,0.80861,0.000495062,0.000495062,0.000495062
58,1144.82,0.55868,0.32656,0.79891,0.91754,0.83246,0.90178,0.70554,0.57312,0.39265,0.80542,0.000484063,0.000484063,0.000484063
59,1168.66,0.55488,0.32182,0.79711,0.9164,0.83839,0.90166,0.70319,0.59155,0.37462,0.80804,0.000473064,0.000473064,0.000473064
60,1192.33,0.55219,0.31837,0.80175,0.92752,0.83304,0.90855,0.71138,0.59587,0.36776,0.8088,0.000462065,0.000462065,0.000462065
61,1221.58,0.55407,0.31916,0.79757,0.92542,0.8375,0.90799,0.70699,0.58445,0.36873,0.80802,0.000451066,0.000451066,0.000451066
62,1249.44,0.55137,0.31971,0.80019,0.92614,0.83157,0.90949,0.71846,0.58081,0.37689,0.80673,0.000440067,0.000440067,0.000440067
63,1269.92,0.54387,0.31629,0.79743,0.92417,0.83265,0.90592,0.7023,0.60695,0.38969,0.81346,0.000429068,0.000429068,0.000429068
64,1294.73,0.53994,0.31311,0.79905,0.91596,0.83948,0.90474,0.70705,0.58125,0.36811,0.80718,0.000418069,0.000418069,0.000418069
65,1317.46,0.5444,0.31357,0.79499,0.92435,0.8393,0.90292,0.71359,0.5752,0.36636,0.80905,0.00040707,0.00040707,0.00040707
66,1341.73,0.53873,0.31027,0.79881,0.92825,0.8252,0.90283,0.70677,0.58246,0.3803,0.81028,0.000396071,0.000396071,0.000396071
67,1370,0.53229,0.30763,0.79789,0.9137,0.84821,0.90034,0.7066,0.58997,0.3898,0.80933,0.000385073,0.000385073,0.000385073
68,1397.75,0.52915,0.30548,0.79572,0.91641,0.84011,0.90184,0.71317,0.56989,0.38159,0.8054,0.000374074,0.000374074,0.000374074
69,1422.74,0.52544,0.3016,0.79535,0.91906,0.84059,0.90134,0.71064,0.57394,0.39444,0.80406,0.000363075,0.000363075,0.000363075
70,1446.6,0.52886,0.3064,0.79558,0.91069,0.84777,0.90585,0.70933,0.58718,0.36894,0.80811,0.000352076,0.000352076,0.000352076
71,1468.61,0.53236,0.30401,0.79616,0.92573,0.826,0.90537,0.71018,0.5795,0.39487,0.80951,0.000341077,0.000341077,0.000341077
72,1491.63,0.52494,0.3014,0.79524,0.90728,0.85397,0.90135,0.70761,0.58376,0.37092,0.80579,0.000330078,0.000330078,0.000330078
73,1516.7,0.5177,0.30162,0.79492,0.90803,0.8318,0.90035,0.70675,0.58553,0.36802,0.80762,0.000319079,0.000319079,0.000319079
74,1541.85,0.52322,0.30026,0.79354,0.90942,0.83711,0.90161,0.70665,0.58111,0.35806,0.80639,0.00030808,0.00030808,0.00030808
75,1567.8,0.51479,0.29715,0.7918,0.89993,0.85832,0.90302,0.71176,0.58682,0.36492,0.80803,0.000297081,0.000297081,0.000297081
76,1593.52,0.51941,0.2984,0.79263,0.91312,0.83768,0.8991,0.70464,0.59738,0.37406,0.80732,0.000286083,0.000286083,0.000286083
77,1618.74,0.51063,0.29359,0.79411,0.90509,0.83996,0.90124,0.70854,0.5651,0.37233,0.80435,0.000275084,0.000275084,0.000275084
78,1644.38,0.50685,0.29013,0.79364,0.90372,0.84668,0.89932,0.70683,0.56776,0.36769,0.80758,0.000264085,0.000264085,0.000264085
79,1670.15,0.5003,0.28954,0.79414,0.92441,0.82983,0.90542,0.7089,0.57391,0.36773,0.80464,0.000253086,0.000253086,0.000253086
80,1697.98,0.51177,0.29553,0.79215,0.89846,0.84975,0.90497,0.7123,0.58139,0.35333,0.8102,0.000242087,0.000242087,0.000242087
81,1728.39,0.50108,0.28851,0.791,0.90156,0.85116,0.89937,0.70889,0.57366,0.36053,0.80991,0.000231088,0.000231088,0.000231088
82,1755.39,0.50072,0.28846,0.79144,0.89718,0.84875,0.9061,0.71144,0.57591,0.36508,0.80861,0.000220089,0.000220089,0.000220089
